,Plot_Specification,Construction Status,Total Area,Price per Sq ft,Location,city,Builder,BHK,price(in_lakhs)
229,Apartment,Ready to move,2000 ,"5,500 / sq ft",Kukatpally,Hyderabad,Maaruthi GroupAGENT0,3,110.0
230,Apartment,Ready to move,1060 ,"5,677 / sq ft",Kukatpally,Hyderabad,Maaruthi GroupAGENT0,2,60.18
231,Apartment,Ready to move,1800 ,"5,522 / sq ft",Nizampet,Hyderabad,Maaruthi GroupAGENT0,2,99.4
232,Apartment,Ready to move,1600 ,"4,156 / sq ft",Pragathi Nagar Kukatpally,Hyderabad,Maaruthi GroupAGENT0,3,66.5
233,Apartment,Ready to move,1125 ,"5,511 / sq ft",Nizampet,Hyderabad,Maaruthi GroupAGENT0,2,62.0
234,Apartment,Ready to move,1165 ,"4,721 / sq ft",Pragathi Nagar Kukatpally,Hyderabad,Maaruthi GroupAGENT0,2,55.0
235,Apartment,Ready to move,1200 ,"4,250 / sq ft",Pragathi Nagar Kukatpally,Hyderabad,Maaruthi GroupAGENT0,2,51.0
236,Apartment,Ready to move,1160 ,"5,000 / sq ft",Pragathi Nagar Kukatpally,Hyderabad,Maaruthi GroupAGENT0,2,58.0
237,Apartment,Ready to move,1415 ,"3,957 / sq ft",Pragathi Nagar Kukatpally,Hyderabad,Maaruthi GroupAGENT0,3,56.0
238,Apartment,Under Construction,1052 ,"4,800 / sq ft",Dammaiguda,Hyderabad,Srija Infra Developers Hyderabad,2,50.49
239,Apartment,Under Construction,1247 ,"4,800 / sq ft",Dammaiguda,Hyderabad,Srija Infra Developers Hyderabad,2,59.85
240,Apartment,Under Construction,1458 ,"4,800 / sq ft",Dammaiguda,Hyderabad,Srija Infra Developers Hyderabad,3,69.98
241,Apartment,Under Construction,1200 ,"4,800 / sq ft",Dammaiguda,Hyderabad,Srija Infra Developers Hyderabad,2,57.6
242,Apartment,Under Construction,1160 ,"10,344 / sq ft",Kukatpally,Hyderabad,Cyber City Oriana,2,120.0
243,Apartment,Under Construction,1170 ,"4,699 / sq ft",Kompally,Hyderabad,Primark Projects Pvt Ltd,2,54.97
244,Independent,Ready to move,750 ,"5,333 / sq ft",Abids,Hyderabad,sellerVERIFIED OWNER,1,40.0
245,Apartment,Ready to move,1110 ,"4,999 / sq ft",Gajularamaram,Hyderabad,sellerVERIFIED OWNER,2,55.48
246,Independent,Ready to move,1350 ,"6,444 / sq ft",Badangpet,Hyderabad,sellerVERIFIED OWNER,2,87.0
247,Villa,Ready to move,8400 ,"25,595 / sq ft",Kokapet,Hyderabad,sellerVERIFIED OWNER,5,2150.0
248,Apartment,Under Construction,1260 ,"4,761 / sq ft",Kollur,Hyderabad,sellerVERIFIED OWNER,2,60.0
249,Villa,Under Construction,5300 ,"2,452 / sq ft",Kollur,Hyderabad,sellerVERIFIED OWNER,4,130.0
250,Apartment,Ready to move,1586 ,"5,989 / sq ft",Serilingampally,Hyderabad,sellerVERIFIED OWNER,3,95.0
251,Apartment,Under Construction,1260 ,"4,761 / sq ft",Kollur,Hyderabad,sellerVERIFIED OWNER,2,60.0
252,Apartment,Ready to move,1850 ,"9,729 / sq ft",Nallagandla Gachibowli,Hyderabad,sellerVERIFIED OWNER,3,180.0
253,Apartment,Under Construction,1100 ,"2,818 / sq ft",Isnapur,Hyderabad,sellerVERIFIED OWNER,2,31.0
254,Apartment,Under Construction,2650 ,"5,849 / sq ft",Serilingampally,Hyderabad,sellerVERIFIED OWNER,3,155.0
255,Independent,Ready to move,6000 ,"16,666 / sq ft",Moti Nagar,Hyderabad,sellerVERIFIED OWNER,5,1000.0
256,Apartment,Under Construction,2294 ,"9,546 / sq ft",Sanath Nagar,Hyderabad,Kalpataru Group,3,219.0
257,Apartment,Under Construction,1270 ,"9,842 / sq ft",Sanath Nagar,Hyderabad,Kalpataru Group,2,125.0
258,Apartment,Under Construction,1270 ,"9,842 / sq ft",Sanath Nagar,Hyderabad,Kalpataru Group,2,125.0
259,Villa,Under Construction,8500 ,"6,235 / sq ft",Kollur,Hyderabad,sellerVERIFIED OWNER,5,530.0
260,Apartment,Under Construction,1085 ,"6,635 / sq ft",Kokapet,Hyderabad,sellerVERIFIED OWNER,2,72.0
261,Apartment,Under Construction,1215 ,"5,925 / sq ft",Miyapur,Hyderabad,sellerVERIFIED OWNER,2,72.0
262,Apartment,Under Construction,1070 ,"2,990 / sq ft",Isnapur,Hyderabad,sellerVERIFIED OWNER,2,32.0
263,Apartment,Under Construction,1125 ,"3,377 / sq ft",Medchal,Hyderabad,sellerVERIFIED OWNER,2,38.0
264,Apartment,Ready to move,1686 ,"5,338 / sq ft",Qutub Shahi Tombs,Hyderabad,sellerVERIFIED OWNER,3,90.0
265,Villa,Ready to move,3788 ,"8,500 / sq ft",Mokila,Hyderabad,sellerVERIFIED OWNER,4,322.0
266,Apartment,Under Construction,1575 ,"5,460 / sq ft",Kukatpally,Hyderabad,sellerVERIFIED OWNER,3,86.0
267,Apartment,Under Construction,1550 ,"4,451 / sq ft",Suraram,Hyderabad,sellerVERIFIED OWNER,3,69.0
268,Apartment,Ready to move,1765 ,"5,489 / sq ft",Kompally,Hyderabad,sellerVERIFIED OWNER,3,96.89
269,Apartment,Under Construction,1190 ,"4,699 / sq ft",Pragathi Nagar Kukatpally,Hyderabad,sellerVERIFIED OWNER,2,55.91
270,Apartment,Under Construction,1090 ,"3,486 / sq ft",Shamirpet,Hyderabad,sellerVERIFIED OWNER,2,38.0
271,Independent,Ready to move,1080 ,"4,351 / sq ft",Malakpet,Hyderabad,sellerVERIFIED OWNER,3,47.0
272,Apartment,Under Construction,918 ,"7,080 / sq ft",Miyapur,Hyderabad,sellerVERIFIED OWNER,2,65.0
273,Apartment,Under Construction,960 ,"4,010 / sq ft",Isnapur,Hyderabad,sellerVERIFIED OWNER,2,38.5
274,Apartment,Under Construction,1500 ,"4,000 / sq ft",Miyapur,Hyderabad,sellerVERIFIED OWNER,3,60.0
275,Apartment,Ready to move,1140 ,"5,000 / sq ft",Mallampet,Hyderabad,sellerVERIFIED OWNER,2,57.0
276,Independent,Under Construction,1350 ,"11,111 / sq ft",Boduppal,Hyderabad,sellerVERIFIED OWNER,2,150.0
277,Apartment,Under Construction,960 ,"4,010 / sq ft",Isnapur,Hyderabad,sellerVERIFIED OWNER,2,38.5
278,Apartment,Ready to move,1635 ,"5,000 / sq ft",Alwal,Hyderabad,sellerVERIFIED OWNER,3,81.75
279,Apartment,Ready to move,1230 ,"5,040 / sq ft",Aminpur,Hyderabad,sellerVERIFIED OWNER,2,62.0
280,Villa,Under Construction,3161 ,"9,490 / sq ft",Manneguda,Hyderabad,sellerVERIFIED OWNER,4,300.0
281,Apartment,Ready to move,600 ,"12,500 / sq ft",Alwal,Hyderabad,sellerVERIFIED OWNER,3,75.0
282,Villa,Under Construction,2000 ,"3,750 / sq ft",Patancheru,Hyderabad,sellerVERIFIED OWNER,4,75.0
283,Apartment,Ready to move,2695 ,"9,148 / sq ft",Hitech City,Hyderabad,sellerVERIFIED OWNER,4,246.0
284,Independent,Ready to move,2050 ,"6,585 / sq ft",Alwal,Hyderabad,sellerVERIFIED OWNER,3,135.0
285,Apartment,Under Construction,1380 ,"6,521 / sq ft",Manikonda,Hyderabad,sellerVERIFIED OWNER,2,90.0
286,Apartment,Under Construction,1265 ,"3,500 / sq ft",Kollur,Hyderabad,sellerVERIFIED OWNER,2,44.27
287,Apartment,Under Construction,2140 ,"6,100 / sq ft",Sainikpuri,Hyderabad,Om Sree Builders And Developers,3,130.0
288,Villa,Under Construction,2000 ,"4,750 / sq ft",Isnapur,Hyderabad,sellerVERIFIED OWNER,3,95.0
289,Apartment,Ready to move,1450 ,"4,620 / sq ft",Sri Nagar Colony,Hyderabad,sellerVERIFIED OWNER,3,67.0
290,Apartment,Under Construction,1140 ,"2,500 / sq ft",Velimela,Hyderabad,sellerVERIFIED OWNER,2,28.5
291,Independent,Ready to move,2200 ,"5,681 / sq ft",Bolarum,Hyderabad,sellerVERIFIED OWNER,2,125.0
292,Independent,Ready to move,5550 ,"3,603 / sq ft",Saroornagar,Hyderabad,sellerVERIFIED OWNER,5,200.0
293,Villa,Ready to move,4795 ,"13,034 / sq ft",Kompally,Hyderabad,sellerVERIFIED OWNER,8,625.0
294,Apartment,Ready to move,1646 ,"3,645 / sq ft",B N reddy nagar,Hyderabad,sellerVERIFIED OWNER,2,59.99
295,Independent,Under Construction,2600 ,"4,230 / sq ft",Dammaiguda,Hyderabad,sellerVERIFIED OWNER,4,110.0
296,Apartment,Ready to move,1100 ,"6,090 / sq ft",Auto Nagar,Hyderabad,sellerVERIFIED OWNER,2,67.0
297,Apartment,Ready to move,1460 ,"5,136 / sq ft",Nagole,Hyderabad,sellerVERIFIED OWNER,3,75.0
298,Apartment,Under Construction,840 ,"3,998 / sq ft",Isnapur,Hyderabad,sellerVERIFIED OWNER,2,33.59
299,Villa,Ready to move,2400 ,"5,291 / sq ft",Patancheru,Hyderabad,sellerVERIFIED OWNER,3,127.0
300,Apartment,Ready to move,1798 ,"9,733 / sq ft",Kondapur,Hyderabad,sellerVERIFIED OWNER,2,175.0
301,Apartment,Ready to move,1297 ,"9,637 / sq ft",Kondapur,Hyderabad,sellerVERIFIED OWNER,2,125.0
302,Independent,Ready to move,999 ,"9,009 / sq ft",Borabanda,Hyderabad,sellerVERIFIED OWNER,2,90.0
303,Independent,Ready to move,1550 ,"5,483 / sq ft",Kukatpally,Hyderabad,sellerVERIFIED OWNER,3,85.0
304,Apartment,Ready to move,1400 ,"5,357 / sq ft",Alwal,Hyderabad,sellerVERIFIED OWNER,3,75.0
305,Apartment,Ready to move,1800 ,"11,111 / sq ft",Kondapur,Hyderabad,sellerVERIFIED OWNER,3,200.0
306,Independent,Ready to move,2700 ,"4,074 / sq ft",Adibatla,Hyderabad,sellerVERIFIED OWNER,3,110.0
307,Apartment,Ready to move,1271 ,"5,900 / sq ft",Bandlaguda Jagir,Hyderabad,sellerVERIFIED OWNER,2,75.0
308,Apartment,Ready to move,1045 ,"4,300 / sq ft",Aminpur,Hyderabad,sellerVERIFIED OWNER,2,44.93
309,Apartment,Ready to move,990 ,"4,242 / sq ft",Gagillapur,Hyderabad,sellerVERIFIED OWNER,2,42.0
310,Apartment,Ready to move,1160 ,"4,344 / sq ft",Gundlapochampalli,Hyderabad,sellerVERIFIED OWNER,2,50.4
311,Independent,Ready to move,5500 ,"10,909 / sq ft",Bowenpally,Hyderabad,sellerVERIFIED OWNER,4,600.0
312,Independent,Ready to move,1250 ,"7,680 / sq ft",Krishna Reddy Pet,Hyderabad,sellerVERIFIED OWNER,2,96.0
313,Apartment,Under Construction,2055 ,"7,883 / sq ft",Kondapur,Hyderabad,sellerVERIFIED OWNER,2,162.0
314,Apartment,Under Construction,1728 ,"5,596 / sq ft",Gandipet,Hyderabad,sellerVERIFIED OWNER,3,96.7
315,Apartment,Ready to move,1090 ,"4,862 / sq ft",Kukatpally,Hyderabad,sellerVERIFIED OWNER,2,53.0
316,Villa,Ready to move,6500 ,"23,046 / sq ft",Serilingampally,Hyderabad,sellerVERIFIED OWNER,5,1498.0
317,Apartment,Ready to move,1050 ,"4,714 / sq ft",Kompally,Hyderabad,sellerVERIFIED OWNER,2,49.5
318,Apartment,Ready to move,1726 ,"5,880 / sq ft",Kompally,Hyderabad,sellerVERIFIED OWNER,3,101.0
319,Apartment,Ready to move,1145 ,"5,502 / sq ft",Bolarum,Hyderabad,sellerVERIFIED OWNER,2,63.0
320,Apartment,Ready to move,1470 ,"6,258 / sq ft",Kondapur,Hyderabad,sellerVERIFIED OWNER,3,92.0
321,Villa,Ready to move,3200 ,"5,937 / sq ft",Kapra,Hyderabad,sellerVERIFIED OWNER,4,190.0
322,Apartment,Ready to move,1200 ,"6,500 / sq ft",Kondapur,Hyderabad,sellerVERIFIED OWNER,2,78.0
323,Apartment,Ready to move,1600 ,"8,437 / sq ft",Narsingi,Hyderabad,sellerVERIFIED OWNER,3,135.0
324,Apartment,Ready to move,1269 ,"7,092 / sq ft",Appa Junction Peerancheru,Hyderabad,sellerVERIFIED OWNER,2,90.0
325,Villa,Under Construction,3840 ,"5,989 / sq ft",Velimela,Hyderabad,sellerVERIFIED OWNER,4,230.0
326,Apartment,Ready to move,971 ,"3,810 / sq ft",Kothapet,Hyderabad,sellerVERIFIED OWNER,2,37.0
327,Apartment,Ready to move,1440 ,"6,597 / sq ft",Nallagandla Gachibowli,Hyderabad,sellerVERIFIED OWNER,3,95.0
328,Independent,Ready to move,1700 ,"3,411 / sq ft",Jadcherla,Hyderabad,sellerVERIFIED OWNER,3,58.0
329,Independent,Ready to move,800 ,"6,875 / sq ft",Laxmiguda,Hyderabad,sellerVERIFIED OWNER,2,55.0
330,Apartment,Under Construction,1010 ,"6,534 / sq ft",Osman Nagar,Hyderabad,sellerVERIFIED OWNER,2,66.0
331,Independent,Ready to move,1250 ,"5,848 / sq ft",Kundanpally,Hyderabad,sellerVERIFIED OWNER,2,73.1
332,Apartment,Under Construction,1200 ,"3,000 / sq ft",Kollur,Hyderabad,sellerVERIFIED OWNER,2,36.0
333,Apartment,Under Construction,1223 ,"4,554 / sq ft",Nacharam,Hyderabad,sellerVERIFIED OWNER,2,55.7
334,Apartment,Ready to move,1620 ,"6,234 / sq ft",Attapur,Hyderabad,sellerVERIFIED OWNER,3,101.0
335,Independent,Under Construction,1320 ,"5,151 / sq ft",muthangi,Hyderabad,sellerVERIFIED OWNER,2,68.0
336,Apartment,Ready to move,843 ,"4,744 / sq ft",Thumkunta,Hyderabad,sellerVERIFIED OWNER,2,40.0
337,Apartment,Ready to move,800 ,"3,875 / sq ft",Ramachandra Puram,Hyderabad,sellerVERIFIED OWNER,2,31.0
338,Apartment,Ready to move,1000 ,"4,800 / sq ft",Mehdipatnam,Hyderabad,sellerVERIFIED OWNER,4,48.0
339,Apartment,Ready to move,1150 ,"8,000 / sq ft",Madhapur,Hyderabad,sellerVERIFIED OWNER,2,92.0
340,Apartment,Under Construction,1350 ,"4,074 / sq ft",Manikonda,Hyderabad,sellerVERIFIED OWNER,2,55.0
341,Apartment,Under Construction,5080 ,"7,999 / sq ft",Gandipet,Hyderabad,Hallmark Builders,4,406.0
342,Apartment,Under Construction,5080 ,"7,999 / sq ft",Gandipet,Hyderabad,Hallmark Builders,4,406.0
343,Apartment,Under Construction,2040 ,"7,999 / sq ft",Gandipet,Hyderabad,Hallmark Builders,3,163.0
344,Apartment,Under Construction,2040 ,"7,999 / sq ft",Gandipet,Hyderabad,Hallmark Builders,3,163.0
345,Apartment,Under Construction,4080 ,"7,999 / sq ft",Gandipet,Hyderabad,Hallmark Builders,4,326.0
346,Apartment,Under Construction,4080 ,"7,999 / sq ft",Gandipet,Hyderabad,Hallmark Builders,4,326.0
347,Apartment,Under Construction,5080 ,"7,999 / sq ft",Gandipet,Hyderabad,Hallmark Builders,4,406.0
348,Apartment,Under Construction,5080 ,"7,999 / sq ft",Gandipet,Hyderabad,Hallmark Builders,4,406.0
349,Apartment,Under Construction,2040 ,"7,999 / sq ft",Gandipet,Hyderabad,Hallmark Builders,3,163.0
350,Apartment,Under Construction,2040 ,"7,999 / sq ft",Gandipet,Hyderabad,Hallmark Builders,3,163.0
351,Apartment,Under Construction,4080 ,"7,999 / sq ft",Gandipet,Hyderabad,Hallmark Builders,4,326.0
352,Apartment,Under Construction,4080 ,"7,999 / sq ft",Gandipet,Hyderabad,Hallmark Builders,4,326.0
353,Apartment,Under Construction,2400 ,"7,999 / sq ft",Gandipet,Hyderabad,Hallmark Builders,3,191.0
354,Apartment,Under Construction,2400 ,"7,999 / sq ft",Gandipet,Hyderabad,Hallmark Builders,3,191.0
355,Apartment,Under Construction,3342 ,"7,999 / sq ft",Gandipet,Hyderabad,Hallmark Builders,4,267.0
356,Apartment,Under Construction,3342 ,"7,999 / sq ft",Gandipet,Hyderabad,Hallmark Builders,4,267.0
357,Apartment,Under Construction,2540 ,"7,999 / sq ft",Gandipet,Hyderabad,Hallmark Builders,3,203.0
358,Apartment,Under Construction,2540 ,"7,999 / sq ft",Gandipet,Hyderabad,Hallmark Builders,3,203.0
359,Apartment,Under Construction,1765 ,"7,999 / sq ft",Gandipet,Hyderabad,Hallmark Builders,3,141.0
360,Apartment,Under Construction,1765 ,"7,999 / sq ft",Gandipet,Hyderabad,Hallmark Builders,3,141.0
361,Apartment,Under Construction,1895 ,"7,999 / sq ft",Gandipet,Hyderabad,Hallmark Builders,3,151.0
362,Apartment,Under Construction,1895 ,"7,999 / sq ft",Gandipet,Hyderabad,Hallmark Builders,3,151.0
363,Apartment,Ready to move,1200 ,"4,500 / sq ft",Pragathi Nagar Kukatpally,Hyderabad,sellerVERIFIED OWNER,2,54.0
364,Apartment,Ready to move,1120 ,"5,000 / sq ft",Kukatpally,Hyderabad,sellerVERIFIED OWNER,2,56.0
365,Independent,Under Construction,1350 ,"6,888 / sq ft",Krishna Reddy Pet,Hyderabad,sellerVERIFIED OWNER,4,93.0
366,Villa,Under Construction,2200 ,"6,318 / sq ft",Bongloor,Hyderabad,sellerVERIFIED OWNER,3,139.0
367,Apartment,Under Construction,1205 ,"5,643 / sq ft",Bachupally,Hyderabad,sellerVERIFIED OWNER,2,68.0
368,Independent,Under Construction,1030 ,"9,223 / sq ft",Hayathnagar,Hyderabad,sellerVERIFIED OWNER,3,95.0
369,Apartment,Ready to move,1252 ,"4,952 / sq ft",Happy Homes Colony,Hyderabad,sellerVERIFIED OWNER,2,62.0
370,Independent,Ready to move,4300 ,"4,069 / sq ft",Alwal,Hyderabad,sellerVERIFIED OWNER,6,175.0
371,Apartment,Ready to move,1190 ,"5,495 / sq ft",Kapra,Hyderabad,sellerVERIFIED OWNER,2,65.4
372,Apartment,Ready to move,1500 ,"7,200 / sq ft",Kukatpally,Hyderabad,sellerVERIFIED OWNER,3,108.0
373,Apartment,Under Construction,2625 ,"3,499 / sq ft",Kollur,Hyderabad,GSR Group,3,91.84
374,Apartment,Under Construction,1185 ,"3,499 / sq ft",Kollur,Hyderabad,GSR Group,2,41.46
375,Apartment,Under Construction,1550 ,"3,499 / sq ft",Kollur,Hyderabad,GSR Group,3,54.23
376,Apartment,Under Construction,1050 ,"3,499 / sq ft",Kollur,Hyderabad,GSR Group,2,36.73
377,Apartment,Under Construction,1780 ,"3,499 / sq ft",Kollur,Hyderabad,GSR Group,3,62.28
378,Apartment,Under Construction,1300 ,"3,499 / sq ft",Kollur,Hyderabad,GSR Group,2,45.48
379,Apartment,Ready to move,1267 ,"4,900 / sq ft",Bachupally,Hyderabad,sellerVERIFIED OWNER,2,62.08
380,Apartment,Under Construction,1200 ,"4,833 / sq ft",Pragathi Nagar Kukatpally,Hyderabad,sellerVERIFIED OWNER,2,58.0
381,Apartment,Ready to move,1509 ,"4,506 / sq ft",Kapra,Hyderabad,sellerVERIFIED OWNER,3,68.0
382,Apartment,Ready to move,1080 ,"5,925 / sq ft",Malkajgiri,Hyderabad,sellerVERIFIED OWNER,2,64.0
383,Independent,Ready to move,3500 ,"7,142 / sq ft",Kushaiguda,Hyderabad,sellerVERIFIED OWNER,6,250.0
384,Independent,Ready to move,1000 ,"4,250 / sq ft",Balapur,Hyderabad,sellerVERIFIED OWNER,3,42.5
385,Apartment,Ready to move,5180 ,"4,826 / sq ft",Chintalmet,Hyderabad,sellerVERIFIED OWNER,4,250.0
386,Apartment,Ready to move,1450 ,"5,793 / sq ft",Kukatpally,Hyderabad,sellerVERIFIED OWNER,2,84.0
387,Villa,Ready to move,1800 ,"3,833 / sq ft",Medchal,Hyderabad,sellerVERIFIED OWNER,3,69.0
388,Apartment,Ready to move,1655 ,"9,063 / sq ft",Somajiguda,Hyderabad,sellerVERIFIED OWNER,3,150.0
389,Apartment,Ready to move,1368 ,"6,359 / sq ft",Manikonda,Hyderabad,sellerVERIFIED OWNER,3,87.0
390,Independent,Ready to move,835 ,"5,389 / sq ft",Shamirpet,Hyderabad,sellerVERIFIED OWNER,2,45.0
391,Apartment,Under Construction,1700 ,"5,700 / sq ft",Balanagar,Hyderabad,sellerVERIFIED OWNER,3,96.9
392,Apartment,Under Construction,1500 ,"6,666 / sq ft",Chandanagar,Hyderabad,sellerVERIFIED OWNER,3,100.0
393,Apartment,Ready to move,1250 ,"6,400 / sq ft",Laxmiguda,Hyderabad,sellerVERIFIED OWNER,3,80.0
394,Villa,Under Construction,1450 ,"6,758 / sq ft",Dammaiguda,Hyderabad,sellerVERIFIED OWNER,3,98.0
395,Apartment,Under Construction,950 ,"4,315 / sq ft",Bachupally,Hyderabad,Vasavi Group,2,41.0
396,Apartment,Under Construction,975 ,"4,307 / sq ft",Bachupally,Hyderabad,Vasavi Group,2,42.0
397,Apartment,Under Construction,875 ,"4,228 / sq ft",Bachupally,Hyderabad,Vasavi Group,2,37.0
398,Apartment,Under Construction,2810 ,"8,900 / sq ft",Hitech City,Hyderabad,Vasavi Group,3,250.0
399,Apartment,Under Construction,3600 ,"8,900 / sq ft",Hitech City,Hyderabad,Vasavi Group,3,320.0
400,Apartment,Under Construction,4140 ,"8,900 / sq ft",Hitech City,Hyderabad,Vasavi Group,4,368.0
401,Apartment,Under Construction,3590 ,"8,900 / sq ft",Hitech City,Hyderabad,Vasavi Group,4,319.0
402,Apartment,Under Construction,2290 ,"8,900 / sq ft",Hitech City,Hyderabad,Vasavi Group,3,203.0
403,Apartment,Under Construction,2815 ,"8,900 / sq ft",Hitech City,Hyderabad,Vasavi Group,3,250.0
404,Apartment,Under Construction,3580 ,"8,900 / sq ft",Hitech City,Hyderabad,Vasavi Group,4,318.0
405,Apartment,Under Construction,2835 ,"8,900 / sq ft",Hitech City,Hyderabad,Vasavi Group,3,252.0
406,Apartment,Under Construction,4200 ,"8,900 / sq ft",Hitech City,Hyderabad,Vasavi Group,4,373.0
407,Apartment,Under Construction,2265 ,"8,900 / sq ft",Hitech City,Hyderabad,Vasavi Group,3,201.0
408,Apartment,Under Construction,4170 ,"8,900 / sq ft",Hitech City,Hyderabad,Vasavi Group,4,371.0
409,Apartment,Under Construction,2540 ,"8,900 / sq ft",Hitech City,Hyderabad,Vasavi Group,3,226.0
410,Apartment,Under Construction,2535 ,"8,900 / sq ft",Hitech City,Hyderabad,Vasavi Group,3,225.0
411,Apartment,Under Construction,2270 ,"8,900 / sq ft",Hitech City,Hyderabad,Vasavi Group,3,202.0
412,Apartment,Under Construction,4530 ,"8,900 / sq ft",Hitech City,Hyderabad,Vasavi Group,5,403.0
413,Apartment,Under Construction,2480 ,"8,900 / sq ft",Hitech City,Hyderabad,Vasavi Group,3,220.0
414,Apartment,Under Construction,3005 ,"8,900 / sq ft",Hitech City,Hyderabad,Vasavi Group,3,267.0
415,Apartment,Under Construction,5080 ,"8,900 / sq ft",Hitech City,Hyderabad,Vasavi Group,5,452.0
416,Apartment,Under Construction,2225 ,"8,900 / sq ft",Hitech City,Hyderabad,Vasavi Group,3,198.0
417,Apartment,Under Construction,4540 ,"8,900 / sq ft",Hitech City,Hyderabad,Vasavi Group,5,404.0
418,Apartment,Under Construction,3030 ,"8,900 / sq ft",Hitech City,Hyderabad,Vasavi Group,3,269.0
419,Apartment,Under Construction,2980 ,"8,900 / sq ft",Hitech City,Hyderabad,Vasavi Group,3,265.0
420,Apartment,Under Construction,7200 ,"8,900 / sq ft",Hitech City,Hyderabad,Vasavi Group,5,640.0
421,Apartment,Under Construction,2205 ,"8,900 / sq ft",Hitech City,Hyderabad,Vasavi Group,3,196.0
422,Apartment,Under Construction,4410 ,"8,900 / sq ft",Hitech City,Hyderabad,Vasavi Group,4,392.0
423,Apartment,Under Construction,3205 ,"8,900 / sq ft",Hitech City,Hyderabad,Vasavi Group,3,285.0
424,Apartment,Under Construction,2410 ,"8,900 / sq ft",Hitech City,Hyderabad,Vasavi Group,3,214.0
425,Apartment,Under Construction,3220 ,"8,900 / sq ft",Hitech City,Hyderabad,Vasavi Group,3,286.0
426,Apartment,Under Construction,2125 ,"8,900 / sq ft",Hitech City,Hyderabad,Vasavi Group,3,189.0
427,Apartment,Under Construction,2385 ,"8,900 / sq ft",Hitech City,Hyderabad,Vasavi Group,3,212.0
428,Apartment,Under Construction,2400 ,"8,900 / sq ft",Hitech City,Hyderabad,Vasavi Group,3,213.0
429,Apartment,Under Construction,6010 ,"8,900 / sq ft",Hitech City,Hyderabad,Vasavi Group,5,534.0
430,Apartment,Under Construction,4450 ,"8,900 / sq ft",Hitech City,Hyderabad,Vasavi Group,5,396.0
431,Apartment,Under Construction,4800 ,"8,900 / sq ft",Hitech City,Hyderabad,Vasavi Group,4,427.0
432,Apartment,Under Construction,2100 ,"8,900 / sq ft",Hitech City,Hyderabad,Vasavi Group,3,186.0
433,Apartment,Under Construction,3640 ,"8,900 / sq ft",Hitech City,Hyderabad,Vasavi Group,4,323.0
434,Apartment,Under Construction,4770 ,"8,900 / sq ft",Hitech City,Hyderabad,Vasavi Group,5,424.0
435,Apartment,Under Construction,6440 ,"8,900 / sq ft",Hitech City,Hyderabad,Vasavi Group,4,573.0
436,Apartment,Under Construction,4845 ,"8,900 / sq ft",Hitech City,Hyderabad,Vasavi Group,4,431.0
437,Apartment,Under Construction,3680 ,"8,900 / sq ft",Hitech City,Hyderabad,Vasavi Group,4,327.0
438,Apartment,Under Construction,6410 ,"8,900 / sq ft",Hitech City,Hyderabad,Vasavi Group,5,570.0
439,Apartment,Under Construction,3935 ,"8,900 / sq ft",Hitech City,Hyderabad,Vasavi Group,4,350.0
440,Independent,Ready to move,1500 ,"6,533 / sq ft",Electronic City Phase 1,Bangalore,Annciya Projects LLP,4,97.99
441,Apartment,Under Construction,1071 ,"7,831 / sq ft",Chikkanayakanahalli at Off Sarjapur,Bangalore,Mana Projects Pvt Ltd,2,83.87
442,Apartment,Under Construction,1175 ,"6,704 / sq ft",Chikkanayakanahalli at Off Sarjapur,Bangalore,DSR Infrastructure Pvt Ltd,2,78.77
443,Apartment,Under Construction,1641 ,"8,133 / sq ft",RR Nagar,Bangalore,Navami Builders and Developers,3,133.0
444,Apartment,Ready to move,1017 ,"3,344 / sq ft",Sarjapur,Bangalore,Inner Urban Infraestate P Ltd,2,34.01
445,Apartment,Under Construction,580 ,"7,239 / sq ft",Bagalur,Bangalore,Godrej Properties Ltd,2,41.99
446,Apartment,Under Construction,1120 ,"5,565 / sq ft",Krishnarajapura,Bangalore,Sree Sai Builders,2,62.32
447,Apartment,Under Construction,1195 ,"3,376 / sq ft",Sompura,Bangalore,Trishul Builders And Promoters,2,40.34
448,Apartment,Under Construction,1520 ,"5,120 / sq ft",Varthur,Bangalore,Anuraag Constructions,3,77.83
449,Apartment,Ready to move,1190 ,"5,510 / sq ft",Uttarahalli,Bangalore,Vara Constructions,2,65.57
450,Apartment,Under Construction,1160 ,"7,330 / sq ft",Kasavanahalli,Bangalore,Essem Constructions,2,85.02
451,Apartment,Under Construction,1203 ,"3,000 / sq ft",Electronic City Phase 1,Bangalore,DS-MAX Properties,3,36.09
452,Apartment,Under Construction,1447 ,"6,261 / sq ft",Varthur,Bangalore,ATZ PROPERTIES,3,90.6
453,Apartment,Ready to move,2000 ,"7,249 / sq ft",Whitefield Hope Farm Junction,Bangalore,Sumadhura Infracon Pvt Ltd,3,144.0
454,Apartment,Under Construction,1374 ,"8,800 / sq ft",JP Nagar Phase 4,Bangalore,Esteem Group,2,120.0
455,Apartment,Ready to move,1327 ,"4,898 / sq ft",Hennur,Bangalore,Pruthvi Projects,2,65.0
456,Villa,Under Construction,800 ,"4,937 / sq ft",Anekal City,Bangalore,Reputed Builder,2,39.5
457,Apartment,Under Construction,880 ,"7,916 / sq ft",Devanahalli,Bangalore,Salarpuria Sattva,3,69.66
458,Apartment,Under Construction,1260 ,"5,999 / sq ft",Varthur,Bangalore,Parivar Housing Corporation,2,75.58
